image_path,split,label_key,dish_name_vi,question,answer,question_type,needs_review,review_note,final_answer
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh mi/9.jpg,train,banh mi,bánh mì,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh mì.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh mi/9.jpg,train,banh mi,bánh mì,Đây có phải món bánh tráng nướng không?,"Không, đây không phải món bánh tráng nướng.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh mi/9.jpg,train,banh mi,bánh mì,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh mi/9.jpg,train,banh mi,bánh mì,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh mi/9.jpg,train,banh mi,bánh mì,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh mi/9.jpg,train,banh mi,bánh mì,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh mi/9.jpg,train,banh mi,bánh mì,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh mì.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh mi/9.jpg,train,banh mi,bánh mì,Món ăn này có màu gì?,Món ăn này có màu vàng nâu.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/10.jpg,train,banh trang nuong,bánh tráng nướng,Đây là món gì?,Đây là món bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/10.jpg,train,banh trang nuong,bánh tráng nướng,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/10.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món cơm tấm không?,"Không, đây không phải món cơm tấm.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/10.jpg,train,banh trang nuong,bánh tráng nướng,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/10.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/10.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/10.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/10.jpg,train,banh trang nuong,bánh tráng nướng,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh tráng.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/10.jpg,train,banh trang nuong,bánh tráng nướng,Món ăn này có màu gì?,Món ăn này có màu vàng.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/11.jpg,train,banh trang nuong,bánh tráng nướng,Đây là món gì?,Đây là món bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/11.jpg,train,banh trang nuong,bánh tráng nướng,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/11.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món bánh mì không?,"Không, đây không phải món bánh mì.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/11.jpg,train,banh trang nuong,bánh tráng nướng,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/11.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/11.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/11.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/11.jpg,train,banh trang nuong,bánh tráng nướng,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh tráng.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/11.jpg,train,banh trang nuong,bánh tráng nướng,Món ăn này có màu gì?,Món ăn này có màu vàng.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/13.jpg,train,banh trang nuong,bánh tráng nướng,Đây là món gì?,Đây là món bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/13.jpg,train,banh trang nuong,bánh tráng nướng,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/13.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món gỏi cuốn không?,"Không, đây không phải món gỏi cuốn.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/13.jpg,train,banh trang nuong,bánh tráng nướng,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/13.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/13.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/13.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/13.jpg,train,banh trang nuong,bánh tráng nướng,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh tráng.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/13.jpg,train,banh trang nuong,bánh tráng nướng,Món ăn này có màu gì?,Món ăn này có màu vàng.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/14.jpg,train,banh trang nuong,bánh tráng nướng,Đây là món gì?,Đây là món bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/14.jpg,train,banh trang nuong,bánh tráng nướng,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/14.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món cơm tấm không?,"Không, đây không phải món cơm tấm.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/14.jpg,train,banh trang nuong,bánh tráng nướng,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/14.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/14.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/14.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/14.jpg,train,banh trang nuong,bánh tráng nướng,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh tráng.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/14.jpg,train,banh trang nuong,bánh tráng nướng,Món ăn này có màu gì?,Món ăn này có màu vàng.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/15.jpg,train,banh trang nuong,bánh tráng nướng,Đây là món gì?,Đây là món bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/15.jpg,train,banh trang nuong,bánh tráng nướng,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/15.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món cơm tấm không?,"Không, đây không phải món cơm tấm.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/15.jpg,train,banh trang nuong,bánh tráng nướng,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/15.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/15.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/15.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/15.jpg,train,banh trang nuong,bánh tráng nướng,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh tráng.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/15.jpg,train,banh trang nuong,bánh tráng nướng,Món ăn này có màu gì?,Món ăn này có màu vàng.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/16.jpg,train,banh trang nuong,bánh tráng nướng,Đây là món gì?,Đây là món bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/16.jpg,train,banh trang nuong,bánh tráng nướng,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/16.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món bún đậu mắm tôm không?,"Không, đây không phải món bún đậu mắm tôm.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/16.jpg,train,banh trang nuong,bánh tráng nướng,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/16.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/16.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/16.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/16.jpg,train,banh trang nuong,bánh tráng nướng,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh tráng.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/16.jpg,train,banh trang nuong,bánh tráng nướng,Món ăn này có màu gì?,Món ăn này có màu vàng.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/17.jpg,train,banh trang nuong,bánh tráng nướng,Đây là món gì?,Đây là món bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/17.jpg,train,banh trang nuong,bánh tráng nướng,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/17.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món bánh mì không?,"Không, đây không phải món bánh mì.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/17.jpg,train,banh trang nuong,bánh tráng nướng,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/17.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/17.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/17.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/17.jpg,train,banh trang nuong,bánh tráng nướng,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh tráng.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/17.jpg,train,banh trang nuong,bánh tráng nướng,Món ăn này có màu gì?,Món ăn này có màu vàng.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/18.jpg,train,banh trang nuong,bánh tráng nướng,Đây là món gì?,Đây là món bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/18.jpg,train,banh trang nuong,bánh tráng nướng,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/18.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món hủ tiếu không?,"Không, đây không phải món hủ tiếu.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/18.jpg,train,banh trang nuong,bánh tráng nướng,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/18.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/18.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/18.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/18.jpg,train,banh trang nuong,bánh tráng nướng,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh tráng.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/18.jpg,train,banh trang nuong,bánh tráng nướng,Món ăn này có màu gì?,Món ăn này có màu vàng.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/19.jpg,train,banh trang nuong,bánh tráng nướng,Đây là món gì?,Đây là món bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/19.jpg,train,banh trang nuong,bánh tráng nướng,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/19.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món bún đậu mắm tôm không?,"Không, đây không phải món bún đậu mắm tôm.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/19.jpg,train,banh trang nuong,bánh tráng nướng,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/19.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/19.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/19.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/19.jpg,train,banh trang nuong,bánh tráng nướng,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh tráng.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/19.jpg,train,banh trang nuong,bánh tráng nướng,Món ăn này có màu gì?,Món ăn này có màu vàng.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/2.jpg,train,banh trang nuong,bánh tráng nướng,Đây là món gì?,Đây là món bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/2.jpg,train,banh trang nuong,bánh tráng nướng,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/2.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món hủ tiếu không?,"Không, đây không phải món hủ tiếu.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/2.jpg,train,banh trang nuong,bánh tráng nướng,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/2.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/2.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/2.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/2.jpg,train,banh trang nuong,bánh tráng nướng,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh tráng.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/2.jpg,train,banh trang nuong,bánh tráng nướng,Món ăn này có màu gì?,Món ăn này có màu vàng.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/20.jpg,train,banh trang nuong,bánh tráng nướng,Đây là món gì?,Đây là món bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/20.jpg,train,banh trang nuong,bánh tráng nướng,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/20.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món bún đậu mắm tôm không?,"Không, đây không phải món bún đậu mắm tôm.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/20.jpg,train,banh trang nuong,bánh tráng nướng,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/20.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/20.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/20.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/20.jpg,train,banh trang nuong,bánh tráng nướng,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh tráng.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/20.jpg,train,banh trang nuong,bánh tráng nướng,Món ăn này có màu gì?,Món ăn này có màu vàng.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/21.jpg,train,banh trang nuong,bánh tráng nướng,Đây là món gì?,Đây là món bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/21.jpg,train,banh trang nuong,bánh tráng nướng,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/21.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món bánh mì không?,"Không, đây không phải món bánh mì.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/21.jpg,train,banh trang nuong,bánh tráng nướng,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/21.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/21.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/21.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/21.jpg,train,banh trang nuong,bánh tráng nướng,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh tráng.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/21.jpg,train,banh trang nuong,bánh tráng nướng,Món ăn này có màu gì?,Món ăn này có màu vàng.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/22.jpg,train,banh trang nuong,bánh tráng nướng,Đây là món gì?,Đây là món bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/22.jpg,train,banh trang nuong,bánh tráng nướng,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/22.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món bánh canh không?,"Không, đây không phải món bánh canh.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/22.jpg,train,banh trang nuong,bánh tráng nướng,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/22.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/22.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/22.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/22.jpg,train,banh trang nuong,bánh tráng nướng,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh tráng.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/22.jpg,train,banh trang nuong,bánh tráng nướng,Món ăn này có màu gì?,Món ăn này có màu vàng.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/23.jpg,train,banh trang nuong,bánh tráng nướng,Đây là món gì?,Đây là món bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/23.jpg,train,banh trang nuong,bánh tráng nướng,Tên món ăn trong ảnh là gì?,Tên món ăn là bánh tráng nướng.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/23.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món bánh canh không?,"Không, đây không phải món bánh canh.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/23.jpg,train,banh trang nuong,bánh tráng nướng,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/23.jpg,train,banh trang nuong,bánh tráng nướng,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/23.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/23.jpg,train,banh trang nuong,bánh tráng nướng,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/23.jpg,train,banh trang nuong,bánh tráng nướng,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bánh tráng.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Train/Banh trang nuong/23.jpg,train,banh trang nuong,bánh tráng nướng,Món ăn này có màu gì?,Món ăn này có màu vàng.,attribute_color,yes,,
